id	parent_id	scientific_name	rank	extinct	english_label	wikidata_id	wikipedia_url	source_id
4NLMB	92KYJ	Pseudatteria leopardina	species	false	Pseudatteria leopardina	Q14187157	https://en.wikipedia.org/wiki/Pseudatteria_leopardina	219318
4NLMC	92KYJ	Pseudatteria maenas	species	false	Pseudatteria maenas	Q14187172	https://en.wikipedia.org/wiki/Pseudatteria_maenas	219318
4NLMD	92KYJ	Pseudatteria marmarantha	species	false	Pseudatteria marmarantha	Q14187186	https://en.wikipedia.org/wiki/Pseudatteria_marmarantha	219318
4NLMF	92KYJ	Pseudatteria myriocosma	species	false	Pseudatteria myriocosma	Q14187202	https://en.wikipedia.org/wiki/Pseudatteria_myriocosma	219318
4NLMG	92KYJ	Pseudatteria pantherina	species	false	Pseudatteria pantherina	Q14187217	https://en.wikipedia.org/wiki/Pseudatteria_pantherina	219318
4NLMJ	92KYJ	Pseudatteria pseudomaenas	species	false	Pseudatteria pseudomaenas	Q14187232	https://en.wikipedia.org/wiki/Pseudatteria_pseudomaenas	219318
4NLMK	92KYJ	Pseudatteria shafferi	species	false	Pseudatteria shafferi	Q14187247	https://en.wikipedia.org/wiki/Pseudatteria_shafferi	219318
4NLML	92KYJ	Pseudatteria splendens	species	false	Pseudatteria splendens	Q14672576	https://en.wikipedia.org/wiki/Pseudatteria_splendens	219318
4NLMM	92KYJ	Pseudatteria symplacota	species	false	Pseudatteria symplacota	Q14187277	https://en.wikipedia.org/wiki/Pseudatteria_symplacota	219318
4NLMN	92KYJ	Pseudatteria tremewani	species	false	Pseudatteria tremewani	Q14187373	https://en.wikipedia.org/wiki/Pseudatteria_tremewani	219318
4NLMQ	92KYJ	Pseudatteria volcanica	species	false	Pseudatteria volcanica	Q14187386	https://en.wikipedia.org/wiki/Pseudatteria_volcanica	219318
4NLY8	92KYN	Pseudeboda africana	species	false	Pseudeboda africana	Q13645504	https://en.wikipedia.org/wiki/Pseudeboda_africana	219318
4NLY9	92KYN	Pseudeboda gambiae	species	false	Pseudeboda gambiae	Q14187523	https://en.wikipedia.org/wiki/Pseudeboda_gambiae	219318
4NM5	623HK	Giraffa	genus	false				2144
4NM58	BJGGZ	Pseudegalicia tetrops	species	false	Pseudegalicia tetrops	Q14851734	https://en.wikipedia.org/wiki/Pseudegalicia_tetrops	1032
4NM5L	6YWJ	Pseudelaenia leucospodia	species	false	Grey-and-white Tyrannulet	Q839642	https://en.wikipedia.org/wiki/Grey-and-white_tyrannulet	2144
4NM67	BJGH2	Pseudelasma curticornis	species	false	Pseudelasma curticornis	Q14849642	https://en.wikipedia.org/wiki/Pseudelasma_curticornis	1032
4NMBX	6YXS	Pseudeos fuscata	species	false	Dusky Lory	Q997340	https://en.wikipedia.org/wiki/Dusky_lory	2144
4NMWY	BJGH6	Pseudestola ayri	species	false	Pseudestola ayri	Q15858123	https://en.wikipedia.org/wiki/Pseudestola_ayri	1032
4NMWZ	BJGH6	Pseudestola densepunctata	species	false	Pseudestola densepunctata	Q14799383	https://en.wikipedia.org/wiki/Pseudestola_densepunctata	1032
4NMX2	BJDDN	Pseudestoloides affinis	species	false	Pseudestoloides affinis	Q14799388	https://en.wikipedia.org/wiki/Pseudestoloides_affinis	1032
4NMX3	BJDDN	Pseudestoloides costaricensis	species	false	Pseudestoloides costaricensis	Q14799386	https://en.wikipedia.org/wiki/Pseudestoloides_costaricensis	1032
4NMX5	BJDDN	Pseudestoloides rubiginosa	species	false	Pseudestoloides rubiginosa	Q14799387	https://en.wikipedia.org/wiki/Pseudestoloides_rubiginosa	1032
4NMXQ	92KZG	Pseudeuchlora kafebera	species	false	Pseudeuchlora kafebera	Q7254343	https://en.wikipedia.org/wiki/Pseudeuchlora_kafebera	185410
4NMXY	BJGH9	Pseudeuclea cribrosa	species	false	Pseudeuclea cribrosa	Q2786240	https://en.wikipedia.org/wiki/Pseudeuclea_cribrosa	1032
4NMXZ	BJGH9	Pseudeuclea roseolata	species	false	Pseudeuclea roseolata	Q14799390	https://en.wikipedia.org/wiki/Pseudeuclea_roseolata	1032
4NN6J	92KZP	Pseudexentera costomaculana	species	false	Pseudexentera costomaculana	Q7254357	https://en.wikipedia.org/wiki/Pseudexentera_costomaculana	219318
4NN6K	92KZP	Pseudexentera cressoniana	species	false	Pseudexentera cressoniana	Q14188343	https://en.wikipedia.org/wiki/Pseudexentera_cressoniana	219318
4NN6T	92KZP	Pseudexentera mali	species	false	Pseudexentera mali	Q14188473	https://en.wikipedia.org/wiki/Pseudexentera_mali	219318
4NN6Z	92KZP	Pseudexentera spoliana	species	false	Pseudexentera spoliana	Q7254356	https://en.wikipedia.org/wiki/Pseudexentera_spoliana	219318
4NN88	BJDDR	Pseudhammus affinis	species	false	Pseudhammus affinis	Q14799404	https://en.wikipedia.org/wiki/Pseudhammus_affinis	1032
4NN8C	BJDDR	Pseudhammus albovariegatus	species	false	Pseudhammus albovariegatus	Q14799412	https://en.wikipedia.org/wiki/Pseudhammus_albovariegatus	1032
4NN8K	BJDDR	Pseudhammus discoideus	species	false	Pseudhammus discoideus	Q14799408	https://en.wikipedia.org/wiki/Pseudhammus_discoideus	1032
4NN8R	BJDDR	Pseudhammus impressifrons	species	false	Pseudhammus impressifrons	Q14799402	https://en.wikipedia.org/wiki/Pseudhammus_impressifrons	1032
4NN8S	BJDDR	Pseudhammus longicornis	species	false	Pseudhammus longicornis	Q14799401	https://en.wikipedia.org/wiki/Pseudhammus_longicornis	1032
4NN8T	BJDDR	Pseudhammus myrmidonum	species	false	Pseudhammus myrmidonum	Q14799405	https://en.wikipedia.org/wiki/Pseudhammus_myrmidonum	1032
4NN8Y	BJDDR	Pseudhammus rhamnus	species	false	Pseudhammus rhamnus	Q14799400	https://en.wikipedia.org/wiki/Pseudhammus_rhamnus	1032
4NN92	BJDDR	Pseudhammus shari	species	false	Pseudhammus shari	Q14799396	https://en.wikipedia.org/wiki/Pseudhammus_shari	1032
4NN96	BJDDR	Pseudhammus vittatus	species	false	Pseudhammus vittatus	Q15858023	https://en.wikipedia.org/wiki/Pseudhammus_vittatus	1032
4NNB9	6Z3J	Pseudholophylla castaneipennis	species	false	Pseudholophylla castaneipennis	Q28942010	https://en.wikipedia.org/wiki/Pseudholophylla_castaneipennis	1027
4NNBB	6Z3J	Pseudholophylla furfuracea	species	false	Pseudholophylla furfuracea	Q14869717	https://en.wikipedia.org/wiki/Pseudholophylla_furfuracea	1027
4NNBC	6Z3J	Pseudholophylla lepidoptera	species	false	Pseudholophylla lepidoptera	Q14869719	https://en.wikipedia.org/wiki/Pseudholophylla_lepidoptera	1027
4NNBD	6Z3J	Pseudholophylla soror	species	false	Pseudholophylla soror	Q14869718	https://en.wikipedia.org/wiki/Pseudholophylla_soror	1027
4NNBJ	BJGHD	Pseudhomelix ornata	species	false	Pseudhomelix ornata	Q14851038	https://en.wikipedia.org/wiki/Pseudhomelix_ornata	1032
4NNBR	6Z3T	Pseudhymenochirus merlini	species	false	Pseudhymenochirus merlini	Q785138	https://en.wikipedia.org/wiki/Merlin%27s_dwarf_gray_frog	2144
4NNDF	6Z43	Pseudibis davisoni	species	false	White-shouldered Ibis	Q941864	https://en.wikipedia.org/wiki/White-shouldered_ibis	2144
4NNDH	6Z43	Pseudibis papillosa	species	false	Red-naped Ibis	Q845946	https://en.wikipedia.org/wiki/Red-naped_ibis	2144
4NNH2	BJGHJ	Pseudimalmus fasciatus	species	false	Pseudimalmus fasciatus	Q2185350	https://en.wikipedia.org/wiki/Pseudimalmus_fasciatus	1032
4NNJK	92L22	Pseudiodis albidentula	species	false	Pseudiodis albidentula	Q13541736	https://en.wikipedia.org/wiki/Pseudiodis_albidentula	185410
4NNNG	6438K	Pseudis bolbodactyla	species	false	Pseudis bolbodactyla	Q853548	https://en.wikipedia.org/wiki/Pseudis_bolbodactyla	2144
4NNNL	6438K	Pseudis cardosoi	species	false	Pseudis cardosoi	Q853142	https://en.wikipedia.org/wiki/Pseudis_cardosoi	2144
4NNNM	6438K	Pseudis fusca	species	false	Pseudis fusca	Q850542	https://en.wikipedia.org/wiki/Pseudis_fusca	2144
4NNNV	6438K	Pseudis paradoxa	species	false	Pseudis paradoxa	Q285343	https://en.wikipedia.org/wiki/Pseudis_paradoxa	2144
4NNNY	6438K	Pseudis platensis	species	false	Pseudis platensis	Q1241116	https://en.wikipedia.org/wiki/Pseudis_platensis	2144
4NNP2	6438K	Pseudis tocantins	species	false	Pseudis tocantins	Q853493	https://en.wikipedia.org/wiki/Pseudis_tocantins	2144
4NNR7	63QWN	Pseudispa annulicornis	species	false	Pseudispa annulicornis	Q2358734	https://en.wikipedia.org/wiki/Pseudispa_annulicornis	2144
4NNR8	63QWN	Pseudispa baeri	species	false	Pseudispa baeri	Q2187771	https://en.wikipedia.org/wiki/Pseudispa_baeri	2144
4NNRB	63QWN	Pseudispa breveapicalis	species	false	Pseudispa breveapicalis	Q512670	https://en.wikipedia.org/wiki/Pseudispa_breveapicalis	2144
4NNRC	63QWN	Pseudispa bruchi	species	false	Pseudispa bruchi	Q2050705	https://en.wikipedia.org/wiki/Pseudispa_bruchi	2144
4NNRD	63QWN	Pseudispa brunni	species	false	Pseudispa brunni	Q1985296	https://en.wikipedia.org/wiki/Pseudispa_brunni	2144
4NNRG	63QWN	Pseudispa fulvolimbata	species	false	Pseudispa fulvolimbata	Q2200522	https://en.wikipedia.org/wiki/Pseudispa_fulvolimbata	2144
4NNRH	63QWN	Pseudispa gemmans	species	false	Pseudispa gemmans	Q2387153	https://en.wikipedia.org/wiki/Pseudispa_gemmans	2144
4NNRJ	63QWN	Pseudispa humerosa	species	false	Pseudispa humerosa	Q3198948	https://en.wikipedia.org/wiki/Pseudispa_humerosa	2144
4NNRK	63QWN	Pseudispa marginata	species	false	Pseudispa marginata	Q2101004	https://en.wikipedia.org/wiki/Pseudispa_marginata	2144
4NNRM	63QWN	Pseudispa quadricolor	species	false	Pseudispa quadricolor	Q2708111	https://en.wikipedia.org/wiki/Pseudispa_quadricolor	2144
4NNRN	63QWN	Pseudispa sinuata	species	false	Pseudispa sinuata	Q2129726	https://en.wikipedia.org/wiki/Pseudispa_sinuata	2144
4NNRP	63QWN	Pseudispa tuberculata	species	false	Pseudispa tuberculata	Q2307357	https://en.wikipedia.org/wiki/Pseudispa_tuberculata	2144
4NNRQ	63QWN	Pseudispa viridis	species	false	Pseudispa viridis	Q1973496	https://en.wikipedia.org/wiki/Pseudispa_viridis	2144
4NNRR	63QWN	Pseudispa zikani	species	false	Pseudispa zikani	Q3329241	https://en.wikipedia.org/wiki/Pseudispa_zikani	2144
4NNRS	6Z5V	Pseudispella areolata	species	false	Pseudispella areolata	Q2545693	https://en.wikipedia.org/wiki/Pseudispella_areolata	2144
4NNRT	6Z5V	Pseudispella crassicornis	species	false	Pseudispella crassicornis	Q2922541	https://en.wikipedia.org/wiki/Pseudispella_crassicornis	2144
4NNRV	6Z5V	Pseudispella fistulosa	species	false	Pseudispella fistulosa	Q1986190	https://en.wikipedia.org/wiki/Pseudispella_fistulosa	2144
4NNRW	6Z5V	Pseudispella militaris	species	false	Pseudispella militaris	Q1968752	https://en.wikipedia.org/wiki/Pseudispella_militaris	2144
4NNRZ	6Z5V	Pseudispella radiata	species	false	Pseudispella radiata	Q2110337	https://en.wikipedia.org/wiki/Pseudispella_radiata	2144
4NNS2	6Z5V	Pseudispella rechenbergi	species	false	Pseudispella rechenbergi	Q2192746	https://en.wikipedia.org/wiki/Pseudispella_rechenbergi	2144
4NNS3	6Z5V	Pseudispella spuria	species	false	Pseudispella spuria	Q2128524	https://en.wikipedia.org/wiki/Pseudispella_spuria	2144
4NNS4	6Z5V	Pseudispella strigella	species	false	Pseudispella strigella	Q2046872	https://en.wikipedia.org/wiki/Pseudispella_strigella	2144
4NNS5	6Z5V	Pseudispella subspinosa	species	false	Pseudispella subspinosa	Q2099180	https://en.wikipedia.org/wiki/Pseudispella_subspinosa	2144
4NNS6	6Z5V	Pseudispella sulcicollis	species	false	Pseudispella sulcicollis	Q3332335	https://en.wikipedia.org/wiki/Pseudispella_sulcicollis	2144
4NNV9	6Z6B	Pseudoacanthocephalus xenopeltidis	species	false	Pseudoacanthocephalus xenopeltidis	Q3824317	https://en.wikipedia.org/wiki/Pseudoacanthocephalus_xenopeltidis	2144
4NP4Q	6Z7N	Pseudoanthidium orientale	species	false	Pseudoanthidium orientale	Q10809244	https://en.wikipedia.org/wiki/Pseudoanthidium_orientale	2144
4NP4W	6Z7N	Pseudoanthidium rotundiventre	species	false	Pseudoanthidium rotundiventre	Q4616755	https://en.wikipedia.org/wiki/Pseudoanthidium_rotundiventre	2144
4NP4Z	6Z7N	Pseudoanthidium tenellum	species	false	Pseudoanthidium tenellum	Q2443510	https://en.wikipedia.org/wiki/Pseudoanthidium_tenellum	2144
4NPSC	BJDDW	Pseudobeta doris	species	false	Pseudobeta doris	Q14799086	https://en.wikipedia.org/wiki/Pseudobeta_doris	1032
4NPSD	BJDDW	Pseudobeta ferruginea	species	false	Pseudobeta ferruginea	Q14799088	https://en.wikipedia.org/wiki/Pseudobeta_ferruginea	1032
4NPSG	BJDDW	Pseudobeta seabrai	species	false	Pseudobeta seabrai	Q14799085	https://en.wikipedia.org/wiki/Pseudobeta_seabrai	1032
4NPSH	BJDDW	Pseudobeta transversa	species	false	Pseudobeta transversa	Q15858221	https://en.wikipedia.org/wiki/Pseudobeta_transversa	1032
4NPSL	6ZB3	Pseudobias wardi	species	false	Ward's Flycatcher	Q2223781	https://en.wikipedia.org/wiki/Ward%27s_vanga	2144
4NPW	BCL	Glabridorsum	genus					1068
4NPWD	7PDRH	Pseudobithynia pentheri	species	false	Pseudobithynia pentheri	Q5435987	https://en.wikipedia.org/wiki/Pseudobithynia_pentheri	1130
4NPXT	BJGHN	Pseudobixadus marshalli	species	false	Pseudobixadus marshalli	Q14190197	https://en.wikipedia.org/wiki/Pseudobixadus_marshalli	1032
4NQ32	7PW8F	Pseudoboletia indiana	species	false	Pseudoboletia indiana	Q2497601	https://en.wikipedia.org/wiki/Pseudoboletia_indiana	1106
4NQ33	7PW8F	Pseudoboletia maculata	species	false	Pseudoboletia maculata	Q1990652	https://en.wikipedia.org/wiki/Pseudoboletia_maculata	1106
4NQ8F	6ZCT	Pseudobranchus axanthus	species	false	Southern dwarf siren	Q2170383	https://en.wikipedia.org/wiki/Southern_dwarf_siren	2144
4NQ8G	6ZCT	Pseudobranchus striatus	species	false	Northern dwarf siren	Q2205148	https://en.wikipedia.org/wiki/Northern_dwarf_siren	2144
4NQ9G	BJGHP	Pseudobrimus affinis	species	false	Pseudobrimus affinis	Q14848454	https://en.wikipedia.org/wiki/Pseudobrimus_affinis	1032
4NQ9H	BJGHP	Pseudobrimus congoanus	species	false	Pseudobrimus congoanus	Q14848453	https://en.wikipedia.org/wiki/Pseudobrimus_congoanus	1032
4NQ9K	BJGHP	Pseudobrimus gabonicus	species	false	Pseudobrimus gabonicus	Q14848452	https://en.wikipedia.org/wiki/Pseudobrimus_gabonicus	1032
4NQ9L	BJGHP	Pseudobrimus griseomarmoratus	species	false	Pseudobrimus griseomarmoratus	Q14848456	https://en.wikipedia.org/wiki/Pseudobrimus_griseomarmoratus	1032
4NQ9N	BJGHP	Pseudobrimus latefasciatus	species	false	Pseudobrimus latefasciatus	Q14848455	https://en.wikipedia.org/wiki/Pseudobrimus_latefasciatus	1032
4NQ9P	BJGHP	Pseudobrimus nigrovittatus	species	false	Pseudobrimus nigrovittatus	Q14848451	https://en.wikipedia.org/wiki/Pseudobrimus_nigrovittatus	1032
4NQBC	6ZDJ	Pseudobufo subasper	species	false	Pseudobufo subasper	Q649849	https://en.wikipedia.org/wiki/Pseudobufo_subasper	2144
4NQBS	6ZDM	Pseudobulweria aterrima	species	false	Mascarene Petrel	Q276067	https://en.wikipedia.org/wiki/Mascarene_petrel	2144
4NQBT	6ZDM	Pseudobulweria becki	species	false	Beck's Petrel	Q1207255	https://en.wikipedia.org/wiki/Beck%27s_petrel	2144
4NQBV	6ZDM	Pseudobulweria rostrata	species	false	Tahiti Petrel	Q276202	https://en.wikipedia.org/wiki/Tahiti_petrel	2144
4NQGN	BJDF3	Pseudocalamobius bhutanensis	species	false	Pseudocalamobius bhutanensis	Q14799146	https://en.wikipedia.org/wiki/Pseudocalamobius_bhutanensis	1032
4NQGP	BJDF3	Pseudocalamobius bispinosus	species	false	Pseudocalamobius bispinosus	Q14799139	https://en.wikipedia.org/wiki/Pseudocalamobius_bispinosus	1032
4NQGQ	BJDF3	Pseudocalamobius burmanensis	species	false	Pseudocalamobius burmanensis	Q14799120	https://en.wikipedia.org/wiki/Pseudocalamobius_burmanensis	1032
4NQGR	BJDF3	Pseudocalamobius ceylonensis	species	false	Pseudocalamobius ceylonensis	Q14799134	https://en.wikipedia.org/wiki/Pseudocalamobius_ceylonensis	1032
4NQGS	BJDF3	Pseudocalamobius discolineatus	species	false	Pseudocalamobius discolineatus	Q14799122	https://en.wikipedia.org/wiki/Pseudocalamobius_discolineatus	1032
4NQGT	BJDF3	Pseudocalamobius diversus	species	false	Pseudocalamobius diversus	Q14799121	https://en.wikipedia.org/wiki/Pseudocalamobius_diversus	1032
4NQGW	BJDF3	Pseudocalamobius filiformis	species	false	Pseudocalamobius filiformis	Q14799126	https://en.wikipedia.org/wiki/Pseudocalamobius_filiformis	1032
4NQGX	BJDF3	Pseudocalamobius flavolineatus	species	false	Pseudocalamobius flavolineatus	Q14799129	https://en.wikipedia.org/wiki/Pseudocalamobius_flavolineatus	1032
4NQGY	BJDF3	Pseudocalamobius incertus	species	false	Pseudocalamobius incertus	Q14799128	https://en.wikipedia.org/wiki/Pseudocalamobius_incertus	1032
4NQH7	BJDF3	Pseudocalamobius javanicus	species	false	Pseudocalamobius javanicus	Q14799116	https://en.wikipedia.org/wiki/Pseudocalamobius_javanicus	1032
4NQH9	BJDF3	Pseudocalamobius leptissimus	species	false	Pseudocalamobius leptissimus	Q14799141	https://en.wikipedia.org/wiki/Pseudocalamobius_leptissimus	1032
4NQHB	BJDF3	Pseudocalamobius luteonotatus	species	false	Pseudocalamobius luteonotatus	Q14799136	https://en.wikipedia.org/wiki/Pseudocalamobius_luteonotatus	1032
4NQHD	BJDF3	Pseudocalamobius montanus	species	false	Pseudocalamobius montanus	Q14799123	https://en.wikipedia.org/wiki/Pseudocalamobius_montanus	1032
4NQHF	BJDF3	Pseudocalamobius obscuriscapus	species	false	Pseudocalamobius obscuriscapus	Q14799147	https://en.wikipedia.org/wiki/Pseudocalamobius_obscuriscapus	1032
4NQHG	BJDF3	Pseudocalamobius okinawanus	species	false	Pseudocalamobius okinawanus	Q14799114	https://en.wikipedia.org/wiki/Pseudocalamobius_okinawanus	1032
4NQHH	BJDF3	Pseudocalamobius piceus	species	false	Pseudocalamobius piceus	Q14799127	https://en.wikipedia.org/wiki/Pseudocalamobius_piceus	1032
4NQHJ	BJDF3	Pseudocalamobius proximus	species	false	Pseudocalamobius proximus	Q14799132	https://en.wikipedia.org/wiki/Pseudocalamobius_proximus	1032
4NQHK	BJDF3	Pseudocalamobius pubescens	species	false	Pseudocalamobius pubescens	Q14799145	https://en.wikipedia.org/wiki/Pseudocalamobius_pubescens	1032
4NQHL	BJDF3	Pseudocalamobius rondoni	species	false	Pseudocalamobius rondoni	Q14799115	https://en.wikipedia.org/wiki/Pseudocalamobius_rondoni	1032
4NQHM	BJDF3	Pseudocalamobius rufescens	species	false	Pseudocalamobius rufescens	Q14799135	https://en.wikipedia.org/wiki/Pseudocalamobius_rufescens	1032
4NQHP	BJDF3	Pseudocalamobius seriemaculatus	species	false	Pseudocalamobius seriemaculatus	Q14799138	https://en.wikipedia.org/wiki/Pseudocalamobius_seriemaculatus	1032
4NQHQ	BJDF3	Pseudocalamobius strandi	species	false	Pseudocalamobius strandi	Q14799131	https://en.wikipedia.org/wiki/Pseudocalamobius_strandi	1032
4NQHR	BJDF3	Pseudocalamobius szetschuanicus	species	false	Pseudocalamobius szetschuanicus	Q15858188	https://en.wikipedia.org/wiki/Pseudocalamobius_szetschuanicus	1032
4NQHS	BJDF3	Pseudocalamobius taiwanensis	species	false	Pseudocalamobius taiwanensis	Q14799144	https://en.wikipedia.org/wiki/Pseudocalamobius_taiwanensis	1032
4NQHT	BJDF3	Pseudocalamobius talianus	species	false	Pseudocalamobius talianus	Q14799119	https://en.wikipedia.org/wiki/Pseudocalamobius_talianus	1032
4NQHV	BJDF3	Pseudocalamobius tsushimae	species	false	Pseudocalamobius tsushimae	Q14799148	https://en.wikipedia.org/wiki/Pseudocalamobius_tsushimae	1032
4NQHW	BJDF3	Pseudocalamobius yunnanus	species	false	Pseudocalamobius yunnanus	Q14799117	https://en.wikipedia.org/wiki/Pseudocalamobius_yunnanus	1032
4NQMB	642XF	Pseudocalyptomena graueri	species	false	Grauer's Broadbill	Q941526	https://en.wikipedia.org/wiki/Grauer%27s_broadbill	2144
4NQPK	642XK	Pseudocanthon perplexus	species	false	Pseudocanthon perplexus	Q14921654	https://en.wikipedia.org/wiki/Pseudocanthon_perplexus	1027
4NQXF	6ZGK	Pseudocellus boneti	species	false	Pseudocellus boneti	Q10642359	https://en.wikipedia.org/wiki/Pseudocellus_boneti	2144
4NQXH	6ZGK	Pseudocellus cookei	species	false	Pseudocellus cookei	Q10642360	https://en.wikipedia.org/wiki/Pseudocellus_cookei	2144
4NQY3	6ZGK	Pseudocellus pearsei	species	false	Pseudocellus pearsei	Q10642368	https://en.wikipedia.org/wiki/Pseudocellus_pearsei	2144
4NQY6	6ZGK	Pseudocellus platnicki	species	false	Pseudocellus platnicki	Q3409667	https://en.wikipedia.org/wiki/Pseudocellus_platnicki	2144
4NQZS	7PW9D	Pseudocentrotus depressus	species	false	Pseudocentrotus depressus	Q3199120	https://en.wikipedia.org/wiki/Pseudocentrotus_depressus	1106
4NR7	628CT	Glaenocorisa	genus	false				2144
4NRL	FJM	Glandirana	genus	false				2144
4NSWD	7PW9J	Pseudoceros liparus	species	false	Pseudoceros liparus	Q2609390	https://en.wikipedia.org/wiki/Pseudoceros_liparus	1193
4NT4	623H5	Glareola	genus	false				2144
4NT5D	7PDS9	Pseudochama gryphina	species	false	Pseudochama gryphina	Q14191147	https://en.wikipedia.org/wiki/Pseudochama_gryphina	1130
4NT7	623H6	Glaresis	genus	false				1027
4NT7D	BJDF8	Pseudochariesthes nigroguttata	species	false	Pseudochariesthes nigroguttata	Q14798882	https://en.wikipedia.org/wiki/Pseudochariesthes_nigroguttata	1032
4NT7F	BJDF8	Pseudochariesthes nobilis	species	false	Pseudochariesthes nobilis	Q14798885	https://en.wikipedia.org/wiki/Pseudochariesthes_nobilis	1032
4NT7J	BJDF8	Pseudochariesthes plena	species	false	Pseudochariesthes plena	Q14798883	https://en.wikipedia.org/wiki/Pseudochariesthes_plena	1032
