id	parent_id	scientific_name	rank	extinct	english_label	wikidata_id	wikipedia_url	source_id
4N69R	63PKR	Protonectarina sylveirae	species	false	Protonectarina sylveirae	Q10273223	https://en.wikipedia.org/wiki/Protonectarina	1037
4N6GN	6XV5	Protonotaria citrea	species	false	Prothonotary Warbler	Q206535	https://en.wikipedia.org/wiki/Prothonotary_warbler	2144
4N6HM	92KTG	Protoparachronistis initialis	species	false	Protoparachronistis initialis	Q14177881	https://en.wikipedia.org/wiki/Protoparachronistis_initialis	2362
4N6M7	92KTJ	Protophyta benigna	species	false	Protophyta benigna	Q7252088	https://en.wikipedia.org/wiki/Protophyta_benigna	185410
4N6NX	6XWM	Protopolybia chartergoides	species	false	Protopolybia chartergoides	Q14425196	https://en.wikipedia.org/wiki/Protopolybia_chartergoides	1037
4N6P3	6XWM	Protopolybia exigua	species	false	Protopolybia exigua	Q14425192	https://en.wikipedia.org/wiki/Protopolybia_exigua	1037
4N6Q5	92KTL	Protoproutia laredoata	species	false	Protoproutia laredoata	Q13543698	https://en.wikipedia.org/wiki/Protoproutia_laredoata	185410
4N6QN	92KTM	Protopterna chalybias	species	false	Protopterna chalybias	Q13644175	https://en.wikipedia.org/wiki/Protopterna_chalybias	219318
4N6QQ	92KTM	Protopterna eremia	species	false	Protopterna eremia	Q14177990	https://en.wikipedia.org/wiki/Protopterna_eremia	219318
4N6V7	7PVYB	Protoreaster lincki	species	false	Protoreaster lincki	Q2993412	https://en.wikipedia.org/wiki/Protoreaster_lincki	1095
4N6V8	7PVYB	Protoreaster nodosus	species	false	Protoreaster nodosus	Q1777525	https://en.wikipedia.org/wiki/Protoreaster_nodosus	1095
4N6VJ	BJDCY	Protorhopala elegans	species	false	Protorhopala elegans	Q14802032	https://en.wikipedia.org/wiki/Protorhopala_elegans	1032
4N6VK	BJDCY	Protorhopala picta	species	false	Protorhopala picta	Q14802033	https://en.wikipedia.org/wiki/Protorhopala_picta	1032
4N6VL	BJDCY	Protorhopala sexnotata	species	false	Protorhopala sexnotata	Q2312430	https://en.wikipedia.org/wiki/Protorhopala_sexnotata	1032
4N75B	6XYJ	Protosmia rubifloris	species	false	Protosmia rubifloris	Q2914338	https://en.wikipedia.org/wiki/Protosmia_rubifloris	2144
4N768	BJGG9	Protosphaerion loreum	species	false	Protosphaerion loreum	Q14802041	https://en.wikipedia.org/wiki/Protosphaerion_loreum	1032
4N769	BJGG9	Protosphaerion pictum	species	false	Protosphaerion pictum	Q14802037	https://en.wikipedia.org/wiki/Protosphaerion_pictum	1032
4N76C	BJGG9	Protosphaerion signatipenne	species	false	Protosphaerion signatipenne	Q14802040	https://en.wikipedia.org/wiki/Protosphaerion_signatipenne	1032
4N76G	BJGG9	Protosphaerion variabile	species	false	Protosphaerion variabile	Q14802039	https://en.wikipedia.org/wiki/Protosphaerion_variabile	1032
4N7L6	6Y2V	Protoxaea gloriosa	species	false	Protoxaea gloriosa	Q1953297	https://en.wikipedia.org/wiki/Protoxaea_gloriosa	2144
4N7N	62725	Gerontha	genus					1031
4N7Q	H89	Geronticus	genus	false				2144
4N7TV	84STY	Protula bispiralis	species	false	Protula bispiralis	Q3614471	https://en.wikipedia.org/wiki/Protula_bispiralis	1090
4N7V9	63PM4	Proturentomon chinense	species	false	Proturentomon chinense	Q10641204	https://en.wikipedia.org/wiki/Proturentomon_chinense	2144
4N7VB	63PM4	Proturentomon discretum	species	false	Proturentomon discretum	Q10641206	https://en.wikipedia.org/wiki/Proturentomon_discretum	2144
4N7VC	63PM4	Proturentomon dorae	species	false	Proturentomon dorae	Q10641207	https://en.wikipedia.org/wiki/Proturentomon_dorae	2144
4N7VD	63PM4	Proturentomon iowaense	species	false	Proturentomon iowaense	Q10641208	https://en.wikipedia.org/wiki/Proturentomon_iowaense	2144
4N7VF	63PM4	Proturentomon minimum	species	false	Proturentomon minimum	Q10641210	https://en.wikipedia.org/wiki/Proturentomon_minimum	2144
4N7VG	63PM4	Proturentomon nitrarius	species	false	Proturentomon nitrarius	Q10641211	https://en.wikipedia.org/wiki/Proturentomon_nitrarius	2144
4N7VH	63PM4	Proturentomon noseki	species	false	Proturentomon noseki	Q10641212	https://en.wikipedia.org/wiki/Proturentomon_noseki	2144
4N7VJ	63PM4	Proturentomon pectinatum	species	false	Proturentomon pectinatum	Q10641213	https://en.wikipedia.org/wiki/Proturentomon_pectinatum	2144
4N7VK	63PM4	Proturentomon picardi	species	false	Proturentomon picardi	Q10641215	https://en.wikipedia.org/wiki/Proturentomon_picardi	2144
4N7VL	63PM4	Proturentomon pilosum	species	false	Proturentomon pilosum	Q10641214	https://en.wikipedia.org/wiki/Proturentomon_pilosum	2144
4N7VM	63PM4	Proturentomon stebaevae	species	false	Proturentomon stebaevae	Q10641216	https://en.wikipedia.org/wiki/Proturentomon_stebaevae	2144
4N83F	7PDMQ	Provocator mirabilis	species	false	Provocator mirabilis	Q3174553	https://en.wikipedia.org/wiki/Golden_volute	1130
4N87Z	7PDMY	Proxiuber australe	species	false	Proxiuber australe	Q61694963	https://en.wikipedia.org/wiki/Proxiuber_australe	1130
4N8B4	6Y6B	Prunella collaris	species	false	Alpine Accentor	Q208334	https://en.wikipedia.org/wiki/Alpine_accentor	2144
4N8BC	6Y6B	Prunella fagani	species	false	Prunella fagani	Q1088536	https://en.wikipedia.org/wiki/Arabian_accentor	2144
4N8BF	6Y6B	Prunella fulvescens	species	false	Brown Accentor	Q995751	https://en.wikipedia.org/wiki/Brown_accentor	2144
4N8BP	6Y6B	Prunella himalayana	species	false	Altai Accentor	Q1036507	https://en.wikipedia.org/wiki/Altai_accentor	2144
4N8BV	6Y6B	Prunella immaculata	species	false	Maroon-backed Accentor	Q730411	https://en.wikipedia.org/wiki/Maroon-backed_accentor	2144
4N8C4	6Y6B	Prunella koslowi	species	false	Mongolian Accentor	Q1193326	https://en.wikipedia.org/wiki/Kozlov%27s_accentor	2144
4N8CC	6Y6B	Prunella modularis	species	false	Dunnock	Q26698	https://en.wikipedia.org/wiki/Dunnock	2144
4N8CD	6Y6B	Prunella montanella	species	false	Siberian Accentor	Q163049	https://en.wikipedia.org/wiki/Siberian_accentor	2144
4N8CG	6Y6B	Prunella ocularis	species	false	Radde's Accentor	Q1049121	https://en.wikipedia.org/wiki/Radde%27s_accentor	2144
4N8D2	6Y6B	Prunella rubeculoides	species	false	Robin Accentor	Q952140	https://en.wikipedia.org/wiki/Robin_accentor	2144
4N8D3	6Y6B	Prunella rubida	species	false	Japanese Accentor	Q524343	https://en.wikipedia.org/wiki/Japanese_accentor	2144
4N8D9	6Y6B	Prunella strophiata	species	false	Rufous-breasted Accentor	Q1060504	https://en.wikipedia.org/wiki/Rufous-breasted_accentor	2144
4N8H9	7PDN2	Prunum abyssorum	species	false	Prunum abyssorum	Q7253060	https://en.wikipedia.org/wiki/Prunum_abyssorum	1130
4N8HS	7PDN2	Prunum batabanoense	species	false	Prunum batabanoense	Q7253066	https://en.wikipedia.org/wiki/Prunum_batabanoense	1130
4N8W	6232S	Gerygone	genus	false				2144
4N9FT	6Y6Z	Prymnotomis crypsicroca	species	false	Prymnotomis crypsicroca	Q7253252	https://en.wikipedia.org/wiki/Prymnotomis_crypsicroca	2207
4N9J9	8NY39	Psacadonotus insulanus	species	false	Psacadonotus insulanus	Q5477097	https://en.wikipedia.org/wiki/Psacadonotus_insulanus	1021
4N9LW	BJDD2	Psacothea hilaris	species	false	Psacothea hilaris	Q2213138	https://en.wikipedia.org/wiki/Psacothea_hilaris	1032
4N9LZ	BJDD2	Psacothea nigrostigma	species	false	Psacothea nigrostigma	Q14696674	https://en.wikipedia.org/wiki/Psacothea_nigrostigma	1032
4N9M2	BJDD2	Psacothea rubra	species	false	Psacothea rubra	Q14696673	https://en.wikipedia.org/wiki/Psacothea_rubra	1032
4N9T	KRG	Gestronella	genus	false				2144
4N9XT	BJDD4	Psalidognathus friendii	species	false	Psalidognathus friendii	Q15856500	https://en.wikipedia.org/wiki/Psalidognathus_friendii	1032
4NB2K	6Y94	Psallus variabilis	species	false	Psallus variabilis	Q10641430	https://en.wikipedia.org/wiki/Psallus_variabilis	1171
4NB2L	6Y94	Psallus varians	species	false	Psallus varians	Q10641431	https://en.wikipedia.org/wiki/Psallus_varians	1171
4NB5F	6Y9C	Psaltriparus minimus	species	false	American Bushtit	Q2746307	https://en.wikipedia.org/wiki/American_bushtit	2144
4NB68	92KVV	Psamathocrita argentella	species	false	Psamathocrita argentella	Q14179426	https://en.wikipedia.org/wiki/Psamathocrita_argentella	2362
4NB69	92KVV	Psamathocrita doloma	species	false	Psamathocrita doloma	Q14179451	https://en.wikipedia.org/wiki/Psamathocrita_doloma	2362
4NB6B	92KVV	Psamathocrita osseella	species	false	Psamathocrita osseella	Q14179462	https://en.wikipedia.org/wiki/Psamathocrita_osseella	2362
4NBB9	7PVZQ	Psammechinus miliaris	species	false	Psammechinus miliaris	Q226135	https://en.wikipedia.org/wiki/Psammechinus_miliaris	1106
4NBF	KZL	Ghinallelia	genus	false				2144
4NCL2	84SVF	Psammodrilus balanoglossoides	species	false	Psammodrilus balanoglossoides	Q2051993	https://en.wikipedia.org/wiki/Psammodrilus_balanoglossoides	1090
4NCRG	6YBS	Psammomys obesus	species	false	Psammomys obesus	Q1409213	https://en.wikipedia.org/wiki/Fat_sand_rat	2144
4NCRL	6YBS	Psammomys vexillaris	species	false	Thin sand rat	Q1763680	https://en.wikipedia.org/wiki/Thin_sand_rat	2144
4NDJV	BJGGC	Psapharoctes fanchonae	species	false	Psapharoctes fanchonae	Q14801152	https://en.wikipedia.org/wiki/Psapharoctes_fanchonae	1032
4NDJW	BJGGC	Psapharoctes hermieri	species	false	Psapharoctes hermieri	Q14801151	https://en.wikipedia.org/wiki/Psapharoctes_hermieri	1032
4NDMP	6YDM	Psarisomus dalhousiae	species	false	Long-tailed Broadbill	Q282943	https://en.wikipedia.org/wiki/Long-tailed_broadbill	2144
4NDMR	6YDP	Psarocolius angustifrons	species	false	Russet-backed Oropendola	Q1317712	https://en.wikipedia.org/wiki/Russet-backed_oropendola	2144
4NDMS	6YDP	Psarocolius atrovirens	species	false	Dusky-green Oropendola	Q1305310	https://en.wikipedia.org/wiki/Dusky-green_oropendola	2144
4NDMT	6YDP	Psarocolius bifasciatus	species	false	Amazonian oropendola	Q290672	https://en.wikipedia.org/wiki/Olive_oropendola	2144
4NDMV	6YDP	Psarocolius decumanus	species	false	Crested Oropendola	Q906518	https://en.wikipedia.org/wiki/Crested_oropendola	2144
4NDMW	6YDP	Psarocolius guatimozinus	species	false	Black Oropendola	Q1305182	https://en.wikipedia.org/wiki/Black_oropendola	2144
4NDMX	6YDP	Psarocolius montezuma	species	false	Montezuma Oropendola	Q934975	https://en.wikipedia.org/wiki/Montezuma_oropendola	2144
4NDMZ	6YDP	Psarocolius viridis	species	false	Green Oropendola	Q1301012	https://en.wikipedia.org/wiki/Green_oropendola	2144
4NDN2	6YDP	Psarocolius wagleri	species	false	Chestnut-headed Oropendola	Q590485	https://en.wikipedia.org/wiki/Chestnut-headed_oropendola	2144
4NF2T	8HQ2C	Pselactus spadix	species	false	Pselactus spadix	Q20060738	https://en.wikipedia.org/wiki/Pselactus_spadix	1039
4NFGT	8VRZY	Pselaphus bellax	species	false	Pselaphus bellax	Q14894678	https://en.wikipedia.org/wiki/Pselaphus_bellax	1204
4NFJP	8VRZY	Pselaphus erichsoni	species	false	Pselaphus erichsoni	Q14894674	https://en.wikipedia.org/wiki/Pselaphus_erichsoni	1204
4NFQ	CLXM3	Gigantiops	genus	false				54937
4NFX2	6YGD	Pselliopus barberi	species	false	Pselliopus barberi	Q10641701	https://en.wikipedia.org/wiki/Pselliopus_barberi	2144
4NFX3	6YGD	Pselliopus cinctus	species	false	Pselliopus cinctus	Q10641703	https://en.wikipedia.org/wiki/Pselliopus_cinctus	2144
4NFXC	6YGD	Pselliopus latifasciatus	species	false	Pselliopus latifasciatus	Q10641705	https://en.wikipedia.org/wiki/Pselliopus_latifasciatus	2144
4NFXS	6YGD	Pselliopus spinicollis	species	false	Pselliopus spinicollis	Q10641707	https://en.wikipedia.org/wiki/Pselliopus_spinicollis	2144
4NFXV	6YGD	Pselliopus zebra	species	false	Pselliopus zebra	Q10641708	https://en.wikipedia.org/wiki/Pselliopus_zebra	2144
4NFY7	6YGH	Pselnophorus belfragei	species	false	Pselnophorus belfragei	Q7254083	https://en.wikipedia.org/wiki/Pselnophorus_belfragei	1199
4NFY9	6YGH	Pselnophorus brevispinus	species	false	Pselnophorus brevispinus	Q7254086	https://en.wikipedia.org/wiki/Pselnophorus_brevispinus	1199
4NFYC	6YGH	Pselnophorus chihuahuaensis	species	false	Pselnophorus chihuahuaensis	Q18137909	https://en.wikipedia.org/wiki/Pselnophorus_chihuahuaensis	1199
4NFYF	6YGH	Pselnophorus emeishanensis	species	false	Pselnophorus emeishanensis	Q7254088	https://en.wikipedia.org/wiki/Pselnophorus_emeishanensis	1199
4NFYJ	6YGH	Pselnophorus heterodactyla	species	false	Pselnophorus heterodactyla	Q7254089	https://en.wikipedia.org/wiki/Pselnophorus_heterodactyla	1199
4NFYK	6YGH	Pselnophorus hodgesi	species	false	Pselnophorus hodgesi	Q18137914	https://en.wikipedia.org/wiki/Pselnophorus_hodgesi	1199
4NFYN	6YGH	Pselnophorus jaechi	species	false	Pselnophorus jaechi	Q1908543	https://en.wikipedia.org/wiki/Pselnophorus_jaechi	1199
4NFYP	6YGH	Pselnophorus japonicus	species	false	Pselnophorus japonicus	Q7254090	https://en.wikipedia.org/wiki/Pselnophorus_japonicus	1199
4NFYQ	6YGH	Pselnophorus kutisi	species	false	Pselnophorus kutisi	Q18137919	https://en.wikipedia.org/wiki/Pselnophorus_kutisi	1199
4NFYS	6YGH	Pselnophorus laudatus	species	false	Pselnophorus laudatus	Q7254092	https://en.wikipedia.org/wiki/Pselnophorus_laudatus	1199
4NFYV	6YGH	Pselnophorus poggei	species	false	Pselnophorus poggei	Q7254091	https://en.wikipedia.org/wiki/Pselnophorus_poggei	1199
4NFYX	6YGH	Pselnophorus vilis	species	false	Pselnophorus vilis	Q7254094	https://en.wikipedia.org/wiki/Pselnophorus_vilis	1199
4NFYY	6YGH	Pselnophorus zulu	species	false	Pselnophorus zulu	Q7254096	https://en.wikipedia.org/wiki/Pselnophorus_zulu	1199
4NG44	6YGJ	Psen erythropoda	species	false	Psen erythropoda	Q48974998	https://en.wikipedia.org/wiki/Psen_erythropoda	2144
4NG6Q	6YGJ	Psen monticola	species	false	Psen monticola	Q48972741	https://en.wikipedia.org/wiki/Psen_monticola	2144
4NGB7	6YGK	Pseneo punctatus	species	false	Pseneo punctatus	Q54962115	https://en.wikipedia.org/wiki/Pseneo_punctatus	2144
4NGJ2	6YGW	Psenulus pallipes	species	false	Psenulus pallipes	Q14590601	https://en.wikipedia.org/wiki/Psenulus_pallipes	2144
4NGTM	6YHP	Psephotus haematonotus	species	false	Red-rumped Parrot	Q927398	https://en.wikipedia.org/wiki/Red-rumped_parrot	2144
4NGW7	BJGGH	Pseudabryna luzonica	species	false	Pseudabryna luzonica	Q14848333	https://en.wikipedia.org/wiki/Pseudabryna_luzonica	1032
4NH9B	6YKN	Pseudacris brimleyi	species	false	Brimley's Chorus Frog	Q2522791	https://en.wikipedia.org/wiki/Brimley%27s_chorus_frog	2144
4NH9C	6YKN	Pseudacris cadaverina	species	false	California tree frog	Q2267339	https://en.wikipedia.org/wiki/California_tree_frog	2144
4NH9D	6YKN	Pseudacris clarkii	species	false	Spotted chorus frog	Q2276364	https://en.wikipedia.org/wiki/Spotted_chorus_frog	2144
4NH9F	6YKN	Pseudacris crucifer	species	false	Spring Peeper	Q135015	https://en.wikipedia.org/wiki/Spring_peeper	2144
4NH9H	6YKN	Pseudacris feriarum	species	false	Upland chorus frog	Q2750051	https://en.wikipedia.org/wiki/Upland_chorus_frog	2144
4NH9J	6YKN	Pseudacris fouquettei	species	false	Pseudacris fouquettei	Q3409545	https://en.wikipedia.org/wiki/Pseudacris_fouquettei	2144
4NH9L	6YKN	Pseudacris illinoensis	species	false	Pseudacris illinoensis	Q4672554	https://en.wikipedia.org/wiki/Illinois_chorus_frog	2144
4NH9M	6YKN	Pseudacris kalmi	species	false	Pseudacris kalmi	Q4687311	https://en.wikipedia.org/wiki/Pseudacris_kalmi	2144
4NH9N	6YKN	Pseudacris maculata	species	false	Boreal chorus frog	Q2275366	https://en.wikipedia.org/wiki/Boreal_chorus_frog	2144
4NH9P	6YKN	Pseudacris nigrita	species	false	Southern Chorus Frog	Q2703476	https://en.wikipedia.org/wiki/Southern_chorus_frog	2144
4NH9T	6YKN	Pseudacris ornata	species	false	Ornate Chorus Frog	Q2711388	https://en.wikipedia.org/wiki/Ornate_chorus_frog	2144
4NH9V	6YKN	Pseudacris regilla	species	false	Pacific treefrog	Q2336996	https://en.wikipedia.org/wiki/Pacific_tree_frog	2144
4NH9Y	6YKN	Pseudacris streckeri	species	false	Strecker's chorus frog	Q2274954	https://en.wikipedia.org/wiki/Strecker%27s_chorus_frog	2144
4NH9Z	6YKN	Pseudacris triseriata	species	false	Western chorus frog	Q2276781	https://en.wikipedia.org/wiki/Western_chorus_frog	2144
4NHGF	8W2RB	Pseudactium arcuatum	species	false	Pseudactium arcuatum	Q14894499	https://en.wikipedia.org/wiki/Pseudactium_arcuatum	1204
4NHKB	BJDDC	Pseudaethomerus maximus	species	false	Pseudaethomerus maximus	Q14800278	https://en.wikipedia.org/wiki/Pseudaethomerus_maximus	1032
4NHKW	BJGGM	Pseudagaone cerdai	species	false	Pseudagaone cerdai	Q15857834	https://en.wikipedia.org/wiki/Pseudagaone_cerdai	1032
4NHKX	BJGGM	Pseudagaone suturafissa	species	false	Pseudagaone suturafissa	Q14800282	https://en.wikipedia.org/wiki/Pseudagaone_suturafissa	1032
4NJK9	BJGGN	Pseudalidus fulvofasciculatus	species	false	Pseudalidus fulvofasciculatus	Q2578925	https://en.wikipedia.org/wiki/Pseudalidus_fulvofasciculatus	1032
4NJV8	7PDPZ	Pseudamnicola chia	species	false	Pseudamnicola chia	Q14711160	https://en.wikipedia.org/wiki/Pseudamnicola_chia	1130
4NJVW	7PDPZ	Pseudamnicola exilis	species	false	Pseudamnicola exilis	Q14672421	https://en.wikipedia.org/wiki/Pseudamnicola_exilis	1130
4NJXL	7PDPZ	Pseudamnicola meloussensis	species	false	Pseudamnicola meloussensis	Q7254210	https://en.wikipedia.org/wiki/Pseudamnicola_meloussensis	1130
4NJYK	7PDPZ	Pseudamnicola pieperi	species	false	Pseudamnicola pieperi	Q14672522	https://en.wikipedia.org/wiki/Pseudamnicola_pieperi	1130
4NK2	628GF	Gillmeria	genus	false				1199
4NK4M	BJDDJ	Pseudanaesthetis atripes	species	false	Pseudanaesthetis atripes	Q14799649	https://en.wikipedia.org/wiki/Pseudanaesthetis_atripes	1032
4NK4T	BJDDJ	Pseudanaesthetis langana	species	false	Pseudanaesthetis langana	Q2184200	https://en.wikipedia.org/wiki/Pseudanaesthetis_langana	1032
4NK4V	BJDDJ	Pseudanaesthetis nigripennis	species	false	Pseudanaesthetis nigripennis	Q14799651	https://en.wikipedia.org/wiki/Pseudanaesthetis_nigripennis	1032
4NK4X	BJDDJ	Pseudanaesthetis rufa	species	false	Pseudanaesthetis rufa	Q14799646	https://en.wikipedia.org/wiki/Pseudanaesthetis_rufa	1032
4NK57	BJDDJ	Pseudanaesthetis sumatrana	species	false	Pseudanaesthetis sumatrana	Q14799645	https://en.wikipedia.org/wiki/Pseudanaesthetis_sumatrana	1032
4NK5D	BJGGP	Pseudanamera fulvomaculata	species	false	Pseudanamera fulvomaculata	Q2078089	https://en.wikipedia.org/wiki/Pseudanamera_fulvomaculata	1032
4NKBJ	6YQT	Pseudandroya livingstonei	species	false	Pseudandroya livingstonei	Q2458212	https://en.wikipedia.org/wiki/Pseudandroya_livingstonei	2144
4NKBQ	7PDQ7	Pseudaneitea dendyi	species	false	Pseudaneitea dendyi	Q3076869	https://en.wikipedia.org/wiki/Pseudaneitea_dendyi	1130
4NKBR	7PDQ7	Pseudaneitea gigantea	species	false	Pseudaneitea gigantea	Q3074438	https://en.wikipedia.org/wiki/Pseudaneitea_gigantea	1130
4NKC8	7PDQ7	Pseudaneitea schauinslandi	species	false	Pseudaneitea schauinslandi	Q3078415	https://en.wikipedia.org/wiki/Pseudaneitea_schauinslandi	1130
4NKCD	BJGGR	Pseudangulatus comatus	species	false	Pseudangulatus comatus	Q14848482	https://en.wikipedia.org/wiki/Pseudangulatus_comatus	1032
4NKD9	6YQZ	Pseudanisentomon babai	species	false	Pseudanisentomon babai	Q10641943	https://en.wikipedia.org/wiki/Pseudanisentomon_babai	2144
4NKDB	6YQZ	Pseudanisentomon dolichempodium	species	false	Pseudanisentomon dolichempodium	Q10641946	https://en.wikipedia.org/wiki/Pseudanisentomon_dolichempodium	2144
4NKDC	6YQZ	Pseudanisentomon guangxinicum	species	false	Pseudanisentomon guangxinicum	Q10641945	https://en.wikipedia.org/wiki/Pseudanisentomon_guangxinicum	2144
4NKDD	6YQZ	Pseudanisentomon huichouense	species	false	Pseudanisentomon huichouense	Q10641947	https://en.wikipedia.org/wiki/Pseudanisentomon_huichouense	2144
4NKDH	6YQZ	Pseudanisentomon meihwa	species	false	Pseudanisentomon meihwa	Q10641950	https://en.wikipedia.org/wiki/Pseudanisentomon_meihwa	2144
4NKDJ	6YQZ	Pseudanisentomon minystigmum	species	false	Pseudanisentomon minystigmum	Q10641951	https://en.wikipedia.org/wiki/Pseudanisentomon_minystigmum	2144
4NKDK	6YQZ	Pseudanisentomon molykos	species	false	Pseudanisentomon molykos	Q10641952	https://en.wikipedia.org/wiki/Pseudanisentomon_molykos	2144
4NKDL	6YQZ	Pseudanisentomon paurophthalmum	species	false	Pseudanisentomon paurophthalmum	Q10641953	https://en.wikipedia.org/wiki/Pseudanisentomon_paurophthalmum	2144
4NKDM	6YQZ	Pseudanisentomon pedanempodium	species	false	Pseudanisentomon pedanempodium	Q10641954	https://en.wikipedia.org/wiki/Pseudanisentomon_pedanempodium	2144
4NKDP	6YQZ	Pseudanisentomon sininotiale	species	false	Pseudanisentomon sininotiale	Q10641956	https://en.wikipedia.org/wiki/Pseudanisentomon_sininotiale	2144
4NKDQ	6YQZ	Pseudanisentomon songkiangense	species	false	Pseudanisentomon songkiangense	Q10641957	https://en.wikipedia.org/wiki/Pseudanisentomon_songkiangense	2144
4NKDR	6YQZ	Pseudanisentomon trilinum	species	false	Pseudanisentomon trilinum	Q10641958	https://en.wikipedia.org/wiki/Pseudanisentomon_trilinum	2144
4NKDS	6YQZ	Pseudanisentomon wanense	species	false	Pseudanisentomon wanense	Q10641959	https://en.wikipedia.org/wiki/Pseudanisentomon_wanense	2144
4NKDT	6YQZ	Pseudanisentomon yaoshanense	species	false	Pseudanisentomon yaoshanense	Q10641960	https://en.wikipedia.org/wiki/Pseudanisentomon_yaoshanense	2144
4NKDV	8KYL9	Pseudanisotarsus nicki	species	false	Pseudanisotarsus nicki	Q7254229	https://en.wikipedia.org/wiki/Pseudanisotarsus	1146
4NKG4	8KYLB	Pseudanophthalmus hoffmani	species	false	Pseudanophthalmus hoffmani	Q14183926	https://en.wikipedia.org/wiki/Pseudanophthalmus_hoffmani	1146
4NKG5	8KYLB	Pseudanophthalmus holsingeri	species	false	Pseudanophthalmus holsingeri	Q14183940	https://en.wikipedia.org/wiki/Pseudanophthalmus_holsingeri	1146
4NKHC	8KYLB	Pseudanophthalmus packardi	species	false	Pseudanophthalmus packardi	Q14184403	https://en.wikipedia.org/wiki/Pseudanophthalmus_packardi	1146
4NKJR	8KYLB	Pseudanophthalmus tenuis	species	false	Pseudanophthalmus tenuis	Q14185066	https://en.wikipedia.org/wiki/Pseudanophthalmus_tenuis	1146
4NKJV	8KYLB	Pseudanophthalmus troglodytes	species	false		Q14185125	https://en.wikipedia.org/wiki/Pseudanophthalmus_troglodytes	1146
4NKKG	63R96	Pseudantechinus bilarni	species	false	Sandstone Dibbler	Q135146	https://en.wikipedia.org/wiki/Sandstone_false_antechinus	2144
4NKKH	63R96	Pseudantechinus macdonnellensis	species	false	Fat-tailed False Antechinus	Q133197	https://en.wikipedia.org/wiki/Fat-tailed_false_antechinus	2144
4NKKJ	63R96	Pseudantechinus mimulus	species	false	Alexandria false antechinus	Q135142	https://en.wikipedia.org/wiki/Alexandria_false_antechinus	2144
4NKKK	63R96	Pseudantechinus ningbing	species	false	Ningbing False Antechinus	Q137643	https://en.wikipedia.org/wiki/Ningbing_false_antechinus	2144
4NKKM	63R96	Pseudantechinus woolleyae	species	false	Woolley's False Antechinus	Q135135	https://en.wikipedia.org/wiki/Woolley%27s_false_antechinus	2144
4NL7G	BJGGV	Pseudapriona flavoantennata	species	false	Pseudapriona flavoantennata	Q1911553	https://en.wikipedia.org/wiki/Pseudapriona_flavoantennata	1032
4NL7H	BJGGW	Pseudaprophata albomaculata	species	false	Pseudaprophata albomaculata	Q14799667	https://en.wikipedia.org/wiki/Pseudaprophata_albomaculata	1032
4NL7K	BJGGW	Pseudaprophata newmanni	species	false	Pseudaprophata newmanni	Q14800017	https://en.wikipedia.org/wiki/Pseudaprophata_newmanni	1032
4NL7L	BJGGW	Pseudaprophata puncticornis	species	false	Pseudaprophata puncticornis	Q15858025	https://en.wikipedia.org/wiki/Pseudaprophata_puncticornis	1032
4NLHS	BJDDL	Pseudastylopsis nelsoni	species	false	Pseudastylopsis nelsoni	Q14799672	https://en.wikipedia.org/wiki/Pseudastylopsis_nelsoni	1032
4NLHT	BJDDL	Pseudastylopsis pini	species	false	Pseudastylopsis pini	Q14799674	https://en.wikipedia.org/wiki/Pseudastylopsis_pini	1032
4NLKJ	6YV4	Pseudatomoscelis seriatus	species	false	Pseudatomoscelis seriatus	Q10642046	https://en.wikipedia.org/wiki/Pseudatomoscelis_seriatus	1171
4NLLT	92KYJ	Pseudatteria analoga	species	false	Pseudatteria analoga	Q13644130	https://en.wikipedia.org/wiki/Pseudatteria_analoga	219318
4NLLV	92KYJ	Pseudatteria ardoris	species	false	Pseudatteria ardoris	Q14186992	https://en.wikipedia.org/wiki/Pseudatteria_ardoris	219318
4NLLX	92KYJ	Pseudatteria bradleyi	species	false	Pseudatteria bradleyi	Q14187006	https://en.wikipedia.org/wiki/Pseudatteria_bradleyi	219318
4NLLY	92KYJ	Pseudatteria buckleyi	species	false	Pseudatteria buckleyi	Q14187021	https://en.wikipedia.org/wiki/Pseudatteria_buckleyi	219318
4NLLZ	92KYJ	Pseudatteria cantharopa	species	false	Pseudatteria cantharopa	Q14187037	https://en.wikipedia.org/wiki/Pseudatteria_cantharopa	219318
4NLM2	92KYJ	Pseudatteria chrysanthema	species	false	Pseudatteria chrysanthema	Q14187052	https://en.wikipedia.org/wiki/Pseudatteria_chrysanthema	219318
4NLM3	92KYJ	Pseudatteria cladodes	species	false	Pseudatteria cladodes	Q14187069	https://en.wikipedia.org/wiki/Pseudatteria_cladodes	219318
4NLM4	92KYJ	Pseudatteria dictyanthes	species	false	Pseudatteria dictyanthes	Q14187082	https://en.wikipedia.org/wiki/Pseudatteria_dictyanthes	219318
4NLM5	92KYJ	Pseudatteria dognini	species	false	Pseudatteria dognini	Q14187098	https://en.wikipedia.org/wiki/Pseudatteria_dognini	219318
4NLM7	92KYJ	Pseudatteria fumipennis	species	false	Pseudatteria fumipennis	Q14187111	https://en.wikipedia.org/wiki/Pseudatteria_fumipennis	219318
4NLM9	92KYJ	Pseudatteria heliocausta	species	false	Pseudatteria heliocausta	Q14187127	https://en.wikipedia.org/wiki/Pseudatteria_heliocausta	219318
